14/01/2022;005;A;AFN;0,05274000;0,05285000;104,73000000;104,93000000
14/01/2022;009;A;ETB;0,11090000;0,11190000;49,47520000;49,90240000
14/01/2022;015;A;THB;0,16670000;0,16700000;33,15000000;33,19000000
14/01/2022;020;A;PAB;5,53430000;5,53490000;1,00000000;1,00000000
14/01/2022;027;A;VES;1,19380000;1,19690000;4,62430000;4,63590000
14/01/2022;030;A;BOB;0,79400000;0,81160000;6,82000000;6,97000000
14/01/2022;035;A;GHS;0,86470000;0,91030000;6,08000000;6,40000000
14/01/2022;040;A;CRC;0,00867200;0,00877000;631,15000000;638,19000000
14/01/2022;045;A;SVC;0,63180000;0,63260000;8,74950000;8,75950000
14/01/2022;051;A;NIO;0,15590000;0,15630000;35,41000000;35,50000000
14/01/2022;055;A;DKK;0,85030000;0,85050000;6,50780000;6,50880000
14/01/2022;060;A;ISK;0,04305000;0,04316000;128,25000000;128,55000000
14/01/2022;065;A;NOK;0,63290000;0,63310000;8,74290000;8,74450000
14/01/2022;070;A;SEK;0,61520000;0,61540000;8,99420000;8,99580000
14/01/2022;075;A;CZK;0,25820000;0,25830000;21,42500000;21,43500000
14/01/2022;090;A;GMD;0,10340000;0,10440000;53,00000000;53,50000000
14/01/2022;095;A;DZD;0,03936000;0,03975000;139,23200000;140,62500000
14/01/2022;100;A;KWD;18,31340000;18,35180000;0,30160000;0,30220000
14/01/2022;105;A;BHD;14,67980000;14,68140000;0,37700000;0,37700000
14/01/2022;115;A;IQD;0,00378900;0,00379500;1458,50000000;1460,50000000
14/01/2022;125;A;JOD;7,79480000;7,81770000;0,70800000;0,71000000
14/01/2022;130;A;LYD;1,20430000;1,21030000;4,57320000;4,59560000
14/01/2022;132;A;MKD;0,10250000;0,10290000;53,79000000;53,98000000
14/01/2022;133;A;RSD;0,05376000;0,05387000;102,74000000;102,94000000
14/01/2022;134;A;SDG;0,01259000;0,01269000;436,28020000;439,53020000
14/01/2022;135;A;TND;1,91720000;1,92120000;2,88100000;2,88670000
14/01/2022;136;A;SSP;0,01254000;0,01289000;429,37650000;441,37650000
14/01/2022;138;B;SDR;7,79170000;7,79260000;1,40790000;1,40790000
14/01/2022;139;A;MAD;0,59940000;0,60060000;9,21560000;9,23260000
14/01/2022;145;A;AED;1,50650000;1,50710000;3,67260000;3,67350000
14/01/2022;149;A;STN;0,25310000;0,25830000;21,42540000;21,86650000
14/01/2022;150;B;AUD;4,00240000;4,00390000;0,72320000;0,72340000
14/01/2022;155;A;BSD;5,53430000;5,53490000;1,00000000;1,00000000
14/01/2022;160;A;BMD;5,53430000;5,53490000;1,00000000;1,00000000
14/01/2022;165;A;CAD;4,41160000;4,41340000;1,25410000;1,25450000
14/01/2022;170;A;GYD;0,02630000;0,02661000;207,98000000;210,45000000
14/01/2022;173;A;NAD;0,36030000;0,36030000;15,36000000;15,36200000
14/01/2022;175;A;BBD;2,71280000;2,77010000;1,99810000;2,04010000
14/01/2022;180;A;BZD;2,72200000;2,76990000;1,99820000;2,03320000
14/01/2022;185;A;BND;4,10800000;4,11000000;1,34670000;1,34720000
14/01/2022;190;A;KYD;6,62790000;6,70900000;0,82500000;0,83500000
14/01/2022;195;A;SGD;4,10800000;4,11000000;1,34670000;1,34720000
14/01/2022;197;B;CLF;209,89940000;209,92220000;37,92700000;37,92700000
14/01/2022;200;B;FJD;2,60170000;2,64070000;0,47010000;0,47710000
14/01/2022;205;A;HKD;0,71090000;0,71100000;7,78440000;7,78470000
14/01/2022;210;A;TTD;0,81080000;0,82010000;6,74930000;6,82600000
14/01/2022;215;A;XCD;2,03470000;2,05760000;2,69000000;2,72000000
14/01/2022;220;A;USD;5,53430000;5,53490000;1,00000000;1,00000000
14/01/2022;230;A;JMD;0,03552000;0,03603000;153,64000000;155,82000000
14/01/2022;235;A;LRD;0,03682000;0,03740000;148,00000000;150,30000000
14/01/2022;245;B;NZD;3,77330000;3,77590000;0,68180000;0,68220000
14/01/2022;250;B;SBD;0,66740000;0,70070000;0,12060000;0,12660000
14/01/2022;255;A;SRD;0,25740000;0,26220000;21,10700000;21,49900000
14/01/2022;260;A;VND;0,00024360;0,00024370;22710,00000000;22720,00000000
14/01/2022;275;A;AMD;0,01148000;0,01153000;479,88000000;481,88000000
14/01/2022;295;A;CVE;0,05686000;0,05740000;96,42000000;97,33000000
14/01/2022;325;A;ANG;3,04080000;3,10170000;1,78450000;1,82000000
14/01/2022;328;A;AWG;3,00780000;3,10950000;1,78000000;1,84000000
14/01/2022;345;A;HUF;0,01776000;0,01777000;311,39000000;311,69000000
14/01/2022;363;A;CDF;0,00276000;0,00277500;1994,90000000;2004,90000000
14/01/2022;365;A;BIF;0,00276700;0,00278100;1990,50000000;2000,00000000
14/01/2022;368;A;KMF;0,01281000;0,01287000;430,02000000;432,02000000
14/01/2022;370;A;XAF;0,00928000;0,00964300;573,99000000;596,37000000
14/01/2022;372;A;XOF;0,00961200;0,00973200;568,75000000;575,75000000
14/01/2022;380;A;XPF;0,05272000;0,05318000;104,07000000;104,98000000
14/01/2022;390;A;DJF;0,03100000;0,03118000;177,50000000;178,55000000
14/01/2022;398;A;GNF;0,00060820;0,00061500;9000,00000000;9100,00000000
14/01/2022;406;A;MGA;0,00138400;0,00139500;3968,50000000;4000,00000000
14/01/2022;420;A;RWF;0,00527100;0,00539300;1026,23000000;1050,00000000
14/01/2022;425;A;CHF;6,06700000;6,07100000;0,91170000;0,91220000
14/01/2022;440;A;HTG;0,05321000;0,05535000;100,00000000;104,00000000
14/01/2022;450;A;PYG;0,00079310;0,00079420;6968,76000000;6978,01000000
14/01/2022;460;A;UAH;0,19730000;0,19770000;27,99960000;28,05060000
14/01/2022;470;A;JPY;0,04863000;0,04865000;113,78000000;113,80000000
14/01/2022;482;A;GEL;1,78530000;1,80880000;3,06000000;3,10000000
14/01/2022;490;A;ALL;0,05156000;0,05205000;106,33000000;107,33000000
14/01/2022;495;A;HNL;0,22320000;0,22710000;24,37440000;24,80000000
14/01/2022;500;A;SLL;0,00048120;0,00049190;11253,10000000;11500,00000000
14/01/2022;503;A;MDL;0,30680000;0,30850000;17,94000000;18,04000000
14/01/2022;506;A;RON;1,27960000;1,28090000;4,32100000;4,32490000
14/01/2022;510;A;BGN;3,23440000;3,23620000;1,71030000;1,71110000
14/01/2022;530;B;GIP;7,59800000;7,60440000;1,37290000;1,37390000
14/01/2022;535;A;EGP;0,35160000;0,35390000;15,64000000;15,74000000
14/01/2022;540;B;GBP;7,57090000;7,57560000;1,36800000;1,36870000
14/01/2022;545;B;FKP;7,59800000;7,60440000;1,37290000;1,37390000
14/01/2022;560;A;LBP;0,00364400;0,00367600;1505,70000000;1518,70000000
14/01/2022;570;B;SHP;7,57810000;7,58450000;1,36930000;1,37030000
14/01/2022;575;A;SYP;0,00220100;0,00220400;2511,00000000;2514,00000000
14/01/2022;585;A;SZL;0,36020000;0,36050000;15,35480000;15,36280000
14/01/2022;603;A;LSL;0,36010000;0,36060000;15,34880000;15,36880000
14/01/2022;608;A;TMT;1,58120000;1,58590000;3,49000000;3,50000000
